ID Rejsu,ID Okrętu,Nazwa Okrętu,Miejsce Zdarzenia,Rodzaj Zdarzenia,Uszkodzenia
13129,1633,Niebieski Pstrąg,P11,Góra lodowa,10%
13130,1878,Pomarańczowy Łosoś,J8,Sztorm,25%
13132,1807,Niebieski Sandacz,K12,Harpie,4%
13132,1807,Niebieski Sandacz,J12,Piraci,7%
13132,1807,Niebieski Sandacz,J13,Sztorm,0%
13133,1835,Tęczowy Dorsz,J16,Smok,4%
13134,1883,Biały Śledź,J14,Piraci,14%
13134,1883,Biały Śledź,K13,Rekiny,0%
13134,1883,Biały Śledź,L11,Harpie,10%
13134,1883,Biały Śledź,N11,Syreny,14%
13136,1881,Fioletowy Pstrąg,P8,Harpie,0%
13138,1766,Zielony Dorsz,E5,Sztorm,0%
13138,1766,Zielony Dorsz,D6,Piraci,0%
13138,1766,Zielony Dorsz,D6,Sztorm,14%
13138,1766,Zielony Dorsz,D7,Piraci,0%
13138,1766,Zielony Dorsz,C8,Rekiny,10%
13138,1766,Zielony Dorsz,D7,Mielizna,4%
13138,1766,Zielony Dorsz,E7,Rekiny,4%
13138,1766,Zielony Dorsz,F7,Kraken,7%
13139,1817,Srebrny Halibut,H4,Piraci,0%
13139,1817,Srebrny Halibut,H4,Harpie,0%
13139,1817,Srebrny Halibut,J3,Piraci,24%
13139,1817,Srebrny Halibut,L3,Piraci,14%
13139,1817,Srebrny Halibut,L3,Sztorm,17%
13139,1817,Srebrny Halibut,L2,Mielizna,4%
13139,1817,Srebrny Halibut,L2,Sztorm,4%
13139,1817,Srebrny Halibut,O2,Sztorm,10%
13140,1561,Fioletowy Dorsz,I6,Rekiny,10%
13140,1561,Fioletowy Dorsz,I6,Sztorm,0%
13140,1561,Fioletowy Dorsz,J7,Harpie,0%
13140,1561,Fioletowy Dorsz,J8,Ogień,20%
13140,1561,Fioletowy Dorsz,J7,Piraci,0%
13140,1561,Fioletowy Dorsz,J7,Sztorm,4%
13141,1893,Kolorowy Morszczuk,Q9,Piraci,17%
13141,1893,Kolorowy Morszczuk,Q9,Mielizna,7%
13141,1893,Kolorowy Morszczuk,Q9,Sztorm,0%
13141,1893,Kolorowy Morszczuk,O6,Harpie,7%
13141,1893,Kolorowy Morszczuk,P4,Harpie,0%
13142,1884,Fioletowy Mintaj,Q8,Mielizna,35%
13142,1884,Fioletowy Mintaj,P8,Sztorm,20%
13142,1884,Fioletowy Mintaj,P9,Mielizna,5%
13143,1839,Brązowy Morszczuk,P9,Mielizna,30%
13143,1839,Brązowy Morszczuk,P7,Mielizna,20%
13143,1839,Brązowy Morszczuk,O6,Harpie,0%
13143,1839,Brązowy Morszczuk,Q3,Rekiny,5%
13144,1898,Czerwony Pstrąg,N12,Harpie,0%
13144,1898,Czerwony Pstrąg,N12,Kraken,30%
13144,1898,Czerwony Pstrąg,N12,Sztorm,30%
13144,1898,Czerwony Pstrąg,M12,Góra lodowa,30%
13144,1898,Czerwony Pstrąg,M13,Mielizna,5%
13145,1843,Czerwony Węgorz,J14,Sztorm,14%
13145,1843,Czerwony Węgorz,K13,Harpie,10%
13145,1843,Czerwony Węgorz,L12,Piraci,20%
13145,1843,Czerwony Węgorz,N11,Harpie,0%
13145,1843,Czerwony Węgorz,O11,Rekiny,0%
13146,1903,Brunatny Halibut,N2,Rekiny,0%
13146,1903,Brunatny Halibut,I3,Mielizna,4%
13146,1903,Brunatny Halibut,I3,Rekiny,0%
13147,1896,Turkusowy Tuńczyk,C4,Harpie,10%
13147,1896,Turkusowy Tuńczyk,F4,Harpie,0%
13149,1749,Tęczowy Halibut,I2,Piraci,0%
13149,1749,Tęczowy Halibut,M2,Harpie,10%
13149,1749,Tęczowy Halibut,O2,Sztorm,4%
13150,1902,Purpurowy Pstrąg,H5,Harpie,14%
13150,1902,Purpurowy Pstrąg,H7,Harpie,0%
13150,1902,Purpurowy Pstrąg,H7,Sztorm,4%
13150,1902,Purpurowy Pstrąg,I11,Piraci,47%
13151,1707,Kolorowy Łosoś,P11,Harpie,20%
13151,1707,Kolorowy Łosoś,N13,Harpie,0%
13151,1707,Kolorowy Łosoś,N13,Syreny,10%
13151,1707,Kolorowy Łosoś,J14,Rekiny,5%
13152,1789,Złoty Węgorz,Q9,Harpie,15%
13152,1789,Złoty Węgorz,Q8,Mielizna,25%
13153,1864,Pomarańczowy Leszcz,Q12,Rekiny,15%
13154,1688,Zielony Łosoś,O13,Góra lodowa,4%
13154,1688,Zielony Łosoś,O12,Góra lodowa,14%
13155,1886,Złoty Szprot,J14,Rekiny,4%
13155,1886,Złoty Szprot,J14,Sztorm,44%
13155,1886,Złoty Szprot,L13,Mielizna,7%
13155,1886,Złoty Szprot,M11,Harpie,10%
13155,1886,Złoty Szprot,O7,Sztorm,0%
13155,1886,Złoty Szprot,P5,Sztorm,30%
13156,1901,Zielony Szczupak,J14,Piraci,27%
13156,1901,Zielony Szczupak,J14,Sztorm,0%
13156,1901,Zielony Szczupak,L12,Harpie,0%
13156,1901,Zielony Szczupak,L12,Rekiny,0%
13156,1901,Zielony Szczupak,M12,Syreny,4%
13156,1901,Zielony Szczupak,L12,Góra lodowa,7%
13156,1901,Zielony Szczupak,L12,Syreny,0%
13156,1901,Zielony Szczupak,K13,Góra lodowa,7%
13156,1901,Zielony Szczupak,J14,Piraci,0%
13156,1901,Zielony Szczupak,J14,Rekiny,7%
13157,1855,Brązowy Karp,J13,Sztorm,50%
13157,1855,Brązowy Karp,M11,Syreny,0%
13157,1855,Brązowy Karp,N11,Syreny,17%
13157,1855,Brązowy Karp,N11,Rekiny,0%
13157,1855,Brązowy Karp,P11,Harpie,0%
13158,1597,Srebrny Tuńczyk,I12,Piraci,25%
13158,1597,Srebrny Tuńczyk,J13,Piraci,30%
13159,1904,Czarny Okoń,Q3,Rekiny,0%
13159,1904,Czarny Okoń,Q8,Piraci,67%
13159,1904,Czarny Okoń,Q8,Mielizna,7%
13159,1904,Czarny Okoń,Q5,Rekiny,4%
13159,1904,Czarny Okoń,P4,Piraci,0%
13159,1904,Czarny Okoń,Q3,Sztorm,4%
13161,1844,Srebrny Pstrąg,N1,Piraci,30%
13162,1778,Czerwony Szprot,R4,Piraci,0%
13162,1778,Czerwony Szprot,R4,Sztorm,0%
13163,1891,Szary Sandacz,G9,Piraci,0%
13163,1891,Szary Sandacz,H12,Sztorm,0%
13167,1691,Niebieski Łosoś,Q9,Mielizna,7%
13167,1691,Niebieski Łosoś,R8,Mielizna,4%
13167,1691,Niebieski Łosoś,R8,Rekiny,0%
13167,1691,Niebieski Łosoś,R8,Sztorm,0%
13167,1691,Niebieski Łosoś,S8,Harpie,0%
13167,1691,Niebieski Łosoś,S8,Ogień,7%
13167,1691,Niebieski Łosoś,R8,Mielizna,37%
13167,1691,Niebieski Łosoś,R8,Rekiny,0%
13167,1691,Niebieski Łosoś,Q8,Mielizna,17%
13167,1691,Niebieski Łosoś,Q10,Piraci,0%
13168,1875,Zielony Jesiotr,P10,Harpie,0%
13168,1875,Zielony Jesiotr,Q9,Sztorm,0%
13168,1875,Zielony Jesiotr,R5,Kraken,30%
13169,1855,Brązowy Karp,N10,Smok,7%
13169,1855,Brązowy Karp,O10,Mielizna,4%
13169,1855,Brązowy Karp,P11,Harpie,0%
13170,1752,Brązowy Leszcz,K15,Harpie,5%
13171,1877,Kolorowy Szprot,J12,Harpie,0%
13171,1877,Kolorowy Szprot,J11,Smok,34%
13171,1877,Kolorowy Szprot,I10,Rekiny,4%
13171,1877,Kolorowy Szprot,H6,Rekiny,7%
13171,1877,Kolorowy Szprot,H6,Sztorm,0%
13171,1877,Kolorowy Szprot,H5,Sztorm,0%
13172,1814,Zielony Karp,O2,Harpie,0%
13172,1814,Zielony Karp,O2,Sztorm,14%
13172,1814,Zielony Karp,O3,Rekiny,0%
13172,1814,Zielony Karp,N4,Mielizna,14%
13172,1814,Zielony Karp,O3,Mielizna,10%
13173,1748,Turkusowy Łosoś,O3,Mielizna,4%
13173,1748,Turkusowy Łosoś,N3,Harpie,0%
13173,1748,Turkusowy Łosoś,N3,Rekiny,7%
13173,1748,Turkusowy Łosoś,K4,Rekiny,7%
13174,1888,Niebieski Okoń,H5,Sztorm,0%
13174,1888,Niebieski Okoń,H8,Harpie,4%
13174,1888,Niebieski Okoń,H8,Rekiny,0%
13174,1888,Niebieski Okoń,I9,Ogień,17%
13174,1888,Niebieski Okoń,I10,Harpie,0%
13175,1788,Zielony Mintaj,J5,Kraken,60%
13175,1788,Zielony Mintaj,H4,Rekiny,0%
13175,1788,Zielony Mintaj,H4,Sztorm,30%
13176,1892,Fioletowy Halibut,M13,Harpie,0%
13176,1892,Fioletowy Halibut,L13,Rekiny,0%
13176,1892,Fioletowy Halibut,L13,Rekiny,10%
13178,1894,Złoty Śledź,J11,Góra lodowa,30%
13178,1894,Złoty Śledź,H8,Harpie,0%
13179,1848,Biały Karp,O3,Harpie,5%
13180,1825,Pomarańczowy Jesiotr,P7,Mielizna,10%
13181,1895,Czerwony Leszcz,I3,Harpie,4%
13181,1895,Czerwony Leszcz,I2,Harpie,7%
13181,1895,Czerwony Leszcz,I2,Rekiny,10%
13181,1895,Czerwony Leszcz,M2,Sztorm,0%
13181,1895,Czerwony Leszcz,N2,Harpie,4%
13181,1895,Czerwony Leszcz,O2,Harpie,10%
13182,1622,Tęczowy Szprot,I4,Rekiny,5%
13183,1878,Pomarańczowy Łosoś,H4,Rekiny,5%
13183,1878,Pomarańczowy Łosoś,I4,Harpie,0%
13183,1878,Pomarańczowy Łosoś,K2,Sztorm,20%
13183,1878,Pomarańczowy Łosoś,L2,Mielizna,25%
13185,1633,Niebieski Pstrąg,P10,Rekiny,0%
13185,1633,Niebieski Pstrąg,P9,Mielizna,35%
13185,1633,Niebieski Pstrąg,Q7,Piraci,20%
13185,1633,Niebieski Pstrąg,R5,Harpie,15%
13185,1633,Niebieski Pstrąg,Q3,Harpie,0%
13186,1883,Biały Śledź,O12,Harpie,0%
13186,1883,Biały Śledź,L12,Góra lodowa,17%
13186,1883,Biały Śledź,L13,Góra lodowa,7%
13186,1883,Biały Śledź,K14,Mielizna,10%
13187,1890,Czerwony Tuńczyk,H11,Kraken,20%
13187,1890,Czerwony Tuńczyk,H11,Rekiny,5%
13188,1905,Tęczowy Mintaj,J13,Harpie,0%
13188,1905,Tęczowy Mintaj,J13,Syreny,0%
13188,1905,Tęczowy Mintaj,I12,Rekiny,0%
13188,1905,Tęczowy Mintaj,I12,Rekiny,10%
13188,1905,Tęczowy Mintaj,J11,Syreny,17%
13188,1905,Tęczowy Mintaj,I9,Mielizna,20%
13188,1905,Tęczowy Mintaj,I8,Mielizna,7%
13188,1905,Tęczowy Mintaj,I8,Sztorm,20%
13189,1835,Tęczowy Dorsz,J14,Harpie,7%
13189,1835,Tęczowy Dorsz,K13,Rekiny,0%
13189,1835,Tęczowy Dorsz,L13,Harpie,0%
13189,1835,Tęczowy Dorsz,N12,Kraken,14%
13189,1835,Tęczowy Dorsz,O12,Piraci,30%
13191,1893,Kolorowy Morszczuk,Q3,Sztorm,0%
13191,1893,Kolorowy Morszczuk,R5,Harpie,0%
13191,1893,Kolorowy Morszczuk,Q8,Mielizna,20%
13191,1893,Kolorowy Morszczuk,Q9,Mielizna,10%
13192,1826,Czerwony Sandacz,G7,Rekiny,5%
13193,1906,Kolorowy Tuńczyk,H5,Sztorm,0%
13193,1906,Kolorowy Tuńczyk,F7,Harpie,10%
13193,1906,Kolorowy Tuńczyk,F7,Kraken,5%
13193,1906,Kolorowy Tuńczyk,G5,Harpie,0%
13194,1908,Kolorowy Szczupak,P6,Harpie,0%
13196,1839,Brązowy Morszczuk,M2,Harpie,10%
13196,1839,Brązowy Morszczuk,J2,Piraci,30%
13196,1839,Brązowy Morszczuk,I2,Mielizna,5%
13196,1839,Brązowy Morszczuk,L2,Rekiny,0%
13197,1561,Fioletowy Dorsz,H4,Sztorm,37%
13197,1561,Fioletowy Dorsz,J5,Piraci,0%
13197,1561,Fioletowy Dorsz,L8,Sztorm,4%
13197,1561,Fioletowy Dorsz,M10,Piraci,0%
13197,1561,Fioletowy Dorsz,P11,Sztorm,0%
13198,1881,Fioletowy Pstrąg,P8,Harpie,0%
13198,1881,Fioletowy Pstrąg,P8,Sztorm,0%
13198,1881,Fioletowy Pstrąg,P5,Piraci,30%
13198,1881,Fioletowy Pstrąg,P4,Sztorm,0%
13198,1881,Fioletowy Pstrąg,Q3,Ogień,5%
13199,1777,Pomarańczowy Węgorz,Q9,Mielizna,7%
13199,1777,Pomarańczowy Węgorz,Q8,Mielizna,4%
13199,1777,Pomarańczowy Węgorz,S10,Harpie,0%
13199,1777,Pomarańczowy Węgorz,R12,Mielizna,7%
13199,1777,Pomarańczowy Węgorz,Q12,Piraci,0%
13199,1777,Pomarańczowy Węgorz,Q12,Góra lodowa,4%
13200,1907,Tęczowy Leszcz,Q9,Mielizna,24%
13200,1907,Tęczowy Leszcz,P5,Sztorm,24%
13200,1907,Tęczowy Leszcz,P4,Mielizna,27%
13200,1907,Tęczowy Leszcz,Q3,Sztorm,17%
13202,1897,Purpurowy Tuńczyk,I13,Syreny,0%
13202,1897,Purpurowy Tuńczyk,I12,Syreny,24%
13202,1897,Purpurowy Tuńczyk,J11,Harpie,0%
13202,1897,Purpurowy Tuńczyk,I10,Ogień,10%
13202,1897,Purpurowy Tuńczyk,I9,Piraci,0%
13202,1897,Purpurowy Tuńczyk,I9,Mielizna,24%
13202,1897,Purpurowy Tuńczyk,I9,Ogień,14%
13202,1897,Purpurowy Tuńczyk,I9,Sztorm,7%
13203,1707,Kolorowy Łosoś,J12,Smok,45%
13203,1707,Kolorowy Łosoś,K11,Harpie,20%
13203,1707,Kolorowy Łosoś,K11,Rekiny,15%
13203,1707,Kolorowy Łosoś,L11,Harpie,5%
13204,1789,Złoty Węgorz,M2,Piraci,20%
13204,1789,Złoty Węgorz,O2,Piraci,30%
13204,1789,Złoty Węgorz,O2,Harpie,20%
13205,1766,Zielony Dorsz,H4,Harpie,4%
13205,1766,Zielony Dorsz,H4,Rekiny,7%
13205,1766,Zielony Dorsz,I3,Harpie,0%
13205,1766,Zielony Dorsz,L3,Rekiny,10%
13205,1766,Zielony Dorsz,L2,Mielizna,17%
13205,1766,Zielony Dorsz,M2,Piraci,0%
13206,1903,Brunatny Halibut,K3,Sztorm,0%
13206,1903,Brunatny Halibut,J3,Sztorm,10%
13206,1903,Brunatny Halibut,H4,Sztorm,0%
13207,1846,Barwny Węgorz,N15,Mielizna,30%
13207,1846,Barwny Węgorz,P12,Harpie,10%
13207,1846,Barwny Węgorz,P12,Sztorm,4%
13208,1855,Brązowy Karp,P11,Sztorm,17%
13208,1855,Brązowy Karp,M9,Harpie,0%
13208,1855,Brązowy Karp,J8,Piraci,0%
13208,1855,Brązowy Karp,J8,Rekiny,0%
13208,1855,Brązowy Karp,J7,Piraci,27%
13208,1855,Brązowy Karp,I7,Rekiny,4%
13208,1855,Brązowy Karp,H6,Sztorm,4%
13208,1855,Brązowy Karp,H5,Piraci,20%
13208,1855,Brązowy Karp,H5,Rekiny,0%
13210,1837,Czarny Tuńczyk,I13,Góra lodowa,4%
13210,1837,Czarny Tuńczyk,H13,Mielizna,24%
13210,1837,Czarny Tuńczyk,D14,Sztorm,17%
13210,1837,Czarny Tuńczyk,E13,Piraci,27%
13210,1837,Czarny Tuńczyk,E13,Rekiny,0%
13211,1898,Czerwony Pstrąg,J13,Rekiny,10%
13211,1898,Czerwony Pstrąg,L9,Sztorm,0%
13211,1898,Czerwony Pstrąg,L8,Mielizna,50%
13211,1898,Czerwony Pstrąg,J12,Góra lodowa,10%
13212,1904,Czarny Okoń,Q3,Harpie,0%
13212,1904,Czarny Okoń,P7,Góra lodowa,20%
13212,1904,Czarny Okoń,Q9,Mielizna,37%
13212,1904,Czarny Okoń,Q9,Rekiny,4%
13212,1904,Czarny Okoń,P10,Rekiny,4%
13213,1844,Srebrny Pstrąg,P8,Harpie,10%
13213,1844,Srebrny Pstrąg,Q9,Rekiny,5%
13213,1844,Srebrny Pstrąg,Q9,Sztorm,10%
13214,1877,Kolorowy Szprot,G5,Rekiny,0%
13214,1877,Kolorowy Szprot,E6,Rekiny,7%
13214,1877,Kolorowy Szprot,E6,Rekiny,7%
13214,1877,Kolorowy Szprot,F5,Rekiny,0%
13216,1767,Brunatny Jesiotr,P7,Mielizna,10%
13217,1864,Pomarańczowy Leszcz,Q7,Góra lodowa,25%
13217,1864,Pomarańczowy Leszcz,Q7,Sztorm,15%
13218,1870,Biały Morszczuk,P11,Rekiny,0%
13218,1870,Biały Morszczuk,O13,Kraken,15%
13218,1870,Biały Morszczuk,N14,Harpie,0%
13218,1870,Biały Morszczuk,P11,Góra lodowa,5%
13219,1902,Purpurowy Pstrąg,J11,Rekiny,0%
13221,1825,Pomarańczowy Jesiotr,O1,Rekiny,10%
13221,1825,Pomarańczowy Jesiotr,O1,Sztorm,10%
13221,1825,Pomarańczowy Jesiotr,N1,Harpie,5%
13221,1825,Pomarańczowy Jesiotr,N1,Ogień,5%
13221,1825,Pomarańczowy Jesiotr,M1,Piraci,0%
13222,1817,Srebrny Halibut,Q3,Harpie,0%
13222,1817,Srebrny Halibut,P4,Piraci,10%
13222,1817,Srebrny Halibut,O5,Mielizna,7%
13222,1817,Srebrny Halibut,P5,Mielizna,4%
13223,1814,Zielony Karp,O3,Rekiny,4%
13223,1814,Zielony Karp,N4,Rekiny,0%
13223,1814,Zielony Karp,M4,Harpie,0%
13223,1814,Zielony Karp,K4,Piraci,7%
13223,1814,Zielony Karp,K4,Kraken,34%
13223,1814,Zielony Karp,K4,Rekiny,4%
13223,1814,Zielony Karp,H4,Sztorm,10%
13224,1911,Turkusowy Leszcz,I3,Mielizna,4%
13224,1911,Turkusowy Leszcz,K2,Piraci,17%
13224,1911,Turkusowy Leszcz,K2,Sztorm,20%
13224,1911,Turkusowy Leszcz,M2,Sztorm,20%
13226,1748,Turkusowy Łosoś,H5,Harpie,0%
13226,1748,Turkusowy Łosoś,G8,Rekiny,7%
13226,1748,Turkusowy Łosoś,H9,Piraci,0%
13226,1748,Turkusowy Łosoś,G10,Rekiny,0%
13226,1748,Turkusowy Łosoś,I13,Rekiny,0%
13227,1910,Brunatny Łosoś,P11,Rekiny,0%
13227,1910,Brunatny Łosoś,N9,Mielizna,50%
13227,1910,Brunatny Łosoś,I4,Harpie,7%
13229,1835,Tęczowy Dorsz,N10,Piraci,24%
13229,1835,Tęczowy Dorsz,N10,Harpie,0%
13231,1883,Biały Śledź,L13,Mielizna,7%
13231,1883,Biały Śledź,L13,Sztorm,0%
13231,1883,Biały Śledź,M12,Harpie,7%
13231,1883,Biały Śledź,N12,Sztorm,0%
13231,1883,Biały Śledź,P11,Harpie,4%
13233,1886,Złoty Szprot,N2,Harpie,14%
13233,1886,Złoty Szprot,L4,Kraken,30%
13233,1886,Złoty Szprot,N2,Sztorm,0%
13234,1633,Niebieski Pstrąg,M2,Piraci,35%
13234,1633,Niebieski Pstrąg,M2,Sztorm,10%
13235,1895,Czerwony Leszcz,R5,Piraci,0%
13235,1895,Czerwony Leszcz,R5,Kraken,84%
13235,1895,Czerwony Leszcz,R5,Rekiny,0%
13236,1906,Kolorowy Tuńczyk,G6,Harpie,10%
13236,1906,Kolorowy Tuńczyk,H7,Harpie,0%
13236,1906,Kolorowy Tuńczyk,I9,Ogień,10%
13236,1906,Kolorowy Tuńczyk,I13,Sztorm,10%
13237,1909,Turkusowy Dorsz,C4,Harpie,4%
13237,1909,Turkusowy Dorsz,B4,Harpie,4%
13237,1909,Turkusowy Dorsz,C4,Rekiny,7%
13237,1909,Turkusowy Dorsz,D4,Rekiny,4%
13237,1909,Turkusowy Dorsz,F4,Rekiny,0%
13238,1843,Czerwony Węgorz,P10,Harpie,14%
13238,1843,Czerwony Węgorz,Q9,Mielizna,24%
13238,1843,Czerwony Węgorz,P8,Harpie,0%
13239,1893,Kolorowy Morszczuk,Q9,Piraci,7%
13239,1893,Kolorowy Morszczuk,R7,Harpie,7%
13239,1893,Kolorowy Morszczuk,R7,Sztorm,7%
13239,1893,Kolorowy Morszczuk,Q6,Kraken,54%
13239,1893,Kolorowy Morszczuk,Q4,Harpie,0%
13241,1914,Brązowy Halibut,G15,Rekiny,0%
13241,1914,Brązowy Halibut,H15,Mielizna,14%
13242,1839,Brązowy Morszczuk,O2,Rekiny,0%
13243,1908,Kolorowy Szczupak,R6,Sztorm,5%
13243,1908,Kolorowy Szczupak,R7,Rekiny,5%
13243,1908,Kolorowy Szczupak,Q8,Piraci,15%
13243,1908,Kolorowy Szczupak,Q8,Mielizna,35%
13244,1749,Tęczowy Halibut,M2,Sztorm,14%
13244,1749,Tęczowy Halibut,L2,Sztorm,7%
13245,1907,Tęczowy Leszcz,O2,Sztorm,14%
13245,1907,Tęczowy Leszcz,N4,Mielizna,4%
13245,1907,Tęczowy Leszcz,O3,Mielizna,7%
13246,1875,Zielony Jesiotr,Q3,Harpie,0%
13246,1875,Zielony Jesiotr,P8,Rekiny,0%
13246,1875,Zielony Jesiotr,P10,Rekiny,10%
13247,1622,Tęczowy Szprot,I3,Mielizna,10%
13247,1622,Tęczowy Szprot,I2,Harpie,10%
13248,1561,Fioletowy Dorsz,Q8,Mielizna,4%
13248,1561,Fioletowy Dorsz,Q6,Harpie,4%
13248,1561,Fioletowy Dorsz,P6,Harpie,0%
13249,1707,Kolorowy Łosoś,Q9,Rekiny,0%
13249,1707,Kolorowy Łosoś,P5,Sztorm,5%
13250,1777,Pomarańczowy Węgorz,P9,Mielizna,17%
13250,1777,Pomarańczowy Węgorz,P8,Góra lodowa,7%
13250,1777,Pomarańczowy Węgorz,P7,Piraci,37%
13250,1777,Pomarańczowy Węgorz,Q9,Harpie,0%
13250,1777,Pomarańczowy Węgorz,Q9,Mielizna,17%
13251,1597,Srebrny Tuńczyk,I10,Mielizna,35%
13251,1597,Srebrny Tuńczyk,I10,Sztorm,5%
13251,1597,Srebrny Tuńczyk,I9,Ogień,0%
13251,1597,Srebrny Tuńczyk,H5,Sztorm,0%
13252,1807,Niebieski Sandacz,J14,Harpie,7%
13252,1807,Niebieski Sandacz,J14,Sztorm,14%
13252,1807,Niebieski Sandacz,M13,Harpie,0%
13252,1807,Niebieski Sandacz,M13,Mielizna,7%
13252,1807,Niebieski Sandacz,M14,Sztorm,0%
13253,1901,Zielony Szczupak,I13,Góra lodowa,14%
13253,1901,Zielony Szczupak,H12,Rekiny,7%
13253,1901,Zielony Szczupak,H11,Harpie,4%
13253,1901,Zielony Szczupak,H11,Rekiny,10%
13257,1846,Barwny Węgorz,R13,Harpie,0%
13259,1561,Fioletowy Dorsz,P10,Harpie,0%
13259,1561,Fioletowy Dorsz,P10,Rekiny,4%
13259,1561,Fioletowy Dorsz,O10,Piraci,0%
13259,1561,Fioletowy Dorsz,M10,Rekiny,0%
13259,1561,Fioletowy Dorsz,M9,Sztorm,0%
13259,1561,Fioletowy Dorsz,N9,Mielizna,4%
13259,1561,Fioletowy Dorsz,P11,Sztorm,0%
13260,1908,Kolorowy Szczupak,P11,Harpie,0%
13260,1908,Kolorowy Szczupak,N11,Piraci,0%
13261,1837,Czarny Tuńczyk,J15,Góra lodowa,14%
13261,1837,Czarny Tuńczyk,K15,Sztorm,4%
13261,1837,Czarny Tuńczyk,M17,Góra lodowa,10%
13261,1837,Czarny Tuńczyk,M17,Sztorm,10%
13261,1837,Czarny Tuńczyk,J16,Góra lodowa,4%
13262,1891,Szary Sandacz,M13,Mielizna,4%
13262,1891,Szary Sandacz,L13,Sztorm,0%
13264,1766,Zielony Dorsz,Q3,Harpie,4%
13264,1766,Zielony Dorsz,Q3,Sztorm,0%
13264,1766,Zielony Dorsz,P5,Mielizna,10%
13264,1766,Zielony Dorsz,Q3,Harpie,4%
13264,1766,Zielony Dorsz,Q3,Sztorm,17%
13267,1778,Czerwony Szprot,P4,Piraci,0%
13267,1778,Czerwony Szprot,P4,Mielizna,4%
13267,1778,Czerwony Szprot,P5,Mielizna,20%
13267,1778,Czerwony Szprot,P7,Harpie,0%
13267,1778,Czerwony Szprot,P7,Mielizna,14%
13267,1778,Czerwony Szprot,P6,Rekiny,7%
13267,1778,Czerwony Szprot,P4,Mielizna,7%
13267,1778,Czerwony Szprot,P4,Rekiny,0%
13267,1778,Czerwony Szprot,Q3,Rekiny,7%
13268,1877,Kolorowy Szprot,G6,Piraci,7%
13268,1877,Kolorowy Szprot,G6,Harpie,4%
13268,1877,Kolorowy Szprot,G6,Sztorm,20%
13268,1877,Kolorowy Szprot,G10,Harpie,7%
13268,1877,Kolorowy Szprot,G5,Harpie,4%
13270,1903,Brunatny Halibut,F4,Harpie,7%
13270,1903,Brunatny Halibut,D2,Sztorm,0%
13270,1903,Brunatny Halibut,E2,Sztorm,17%
13271,1855,Brązowy Karp,F6,Harpie,0%
13271,1855,Brązowy Karp,G7,Kraken,40%
13271,1855,Brązowy Karp,G7,Rekiny,7%
13271,1855,Brązowy Karp,G8,Sztorm,4%
13271,1855,Brązowy Karp,G9,Piraci,10%
13271,1855,Brązowy Karp,G9,Rekiny,7%
13272,1870,Biały Morszczuk,Q9,Mielizna,15%
13272,1870,Biały Morszczuk,Q9,Sztorm,15%
13272,1870,Biały Morszczuk,P8,Mielizna,10%
13276,1916,Złoty Łosoś,K12,Piraci,0%
13276,1916,Złoty Łosoś,K12,Harpie,0%
13276,1916,Złoty Łosoś,L11,Piraci,34%
13276,1916,Złoty Łosoś,L11,Góra lodowa,10%
13276,1916,Złoty Łosoś,L11,Rekiny,0%
13276,1916,Złoty Łosoś,M11,Rekiny,4%
13276,1916,Złoty Łosoś,M11,Sztorm,14%
13278,1911,Turkusowy Leszcz,Q3,Piraci,30%
13278,1911,Turkusowy Leszcz,N8,Rekiny,0%
13279,1864,Pomarańczowy Leszcz,O2,Piraci,45%
13280,1825,Pomarańczowy Jesiotr,M3,Harpie,10%
13280,1825,Pomarańczowy Jesiotr,L3,Sztorm,5%
13280,1825,Pomarańczowy Jesiotr,K4,Piraci,20%
13280,1825,Pomarańczowy Jesiotr,J4,Harpie,0%
13280,1825,Pomarańczowy Jesiotr,J4,Sztorm,0%
13281,1817,Srebrny Halibut,Q3,Harpie,0%
13281,1817,Srebrny Halibut,Q6,Piraci,47%
13281,1817,Srebrny Halibut,Q6,Kraken,10%
13281,1817,Srebrny Halibut,Q6,Smok,14%
13282,1776,Czarny Szprot,H5,Harpie,0%
13282,1776,Czarny Szprot,G7,Smok,5%
13283,1894,Złoty Śledź,I6,Kraken,0%
13283,1894,Złoty Śledź,J6,Kraken,10%
13283,1894,Złoty Śledź,K7,Harpie,0%
13283,1894,Złoty Śledź,K8,Góra lodowa,25%
13283,1894,Złoty Śledź,P11,Góra lodowa,25%
13284,1835,Tęczowy Dorsz,P12,Góra lodowa,4%
13284,1835,Tęczowy Dorsz,P12,Sztorm,34%
13284,1835,Tęczowy Dorsz,N12,Harpie,0%
13284,1835,Tęczowy Dorsz,N12,Kraken,20%
13284,1835,Tęczowy Dorsz,L13,Piraci,14%
13284,1835,Tęczowy Dorsz,K14,Rekiny,0%
13285,1883,Biały Śledź,P9,Góra lodowa,20%
13285,1883,Biały Śledź,Q3,Harpie,10%
13288,1843,Czerwony Węgorz,K4,Harpie,4%
13289,1895,Czerwony Leszcz,R3,Smok,14%
13289,1895,Czerwony Leszcz,R4,Kraken,14%
13289,1895,Czerwony Leszcz,Q3,Piraci,0%
13290,1919,Pomarańczowy Sandacz,M3,Rekiny,15%
13290,1919,Pomarańczowy Sandacz,K3,Piraci,15%
13290,1919,Pomarańczowy Sandacz,J3,Piraci,25%
13293,1897,Purpurowy Tuńczyk,F6,Piraci,17%
